feature,route,page,page_file,screen_level,archetype,body_grade,density_score,density_priority,density_reason,shared_component_count,custom_body_count,relaxed_padding_count,loose_gap_count,relaxed_gap_count,large_gap_count,max_width_count,center_count,section_header_count,vit_card_count,source_files
p2p,AppRoutePaths.p2pKycIdentity,P2PIdentityVerificationPage,flutter_app/lib/features/p2p/presentation/pages/p2p_identity_verification_page.dart,L3_transactionFlow,detail,A,0,Pass_or_low_signal,no static density signal,20,13,0,0,0,0,0,0,0,6,flutter_app/lib/features/p2p/presentation/pages/p2p_identity_verification_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_identity_verification_page_common.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_identity_verification_page_sections.dart
p2p,AppRoutePaths.p2pKycVerify,P2PIdentityVerificationPage,flutter_app/lib/features/p2p/presentation/pages/p2p_identity_verification_page.dart,L3_transactionFlow,detail,A,0,Pass_or_low_signal,no static density signal,20,13,0,0,0,0,0,0,0,6,flutter_app/lib/features/p2p/presentation/pages/p2p_identity_verification_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_identity_verification_page_common.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_identity_verification_page_sections.dart
p2p,AppRoutePaths.p2pInsuranceCertificate,P2PInsuranceCertificatePage,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_certificate_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,20,15,0,0,0,0,0,0,0,5,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_certificate_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_insurance_certificate_page_common.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_insurance_certificate_page_sections.dart
p2p,AppRoutePaths.p2pInsurance,P2PInsuranceFundPage,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_fund_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,92,27,0,0,0,0,0,0,0,24,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_fund_page.dart;flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_fund_page_part_01.dart;flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_fund_page_part_02.dart;flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_fund_page_part_03.dart
p2p,AppRoutePaths.p2pInsuranceFundAlias,P2PInsuranceFundPage,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_fund_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,92,27,0,0,0,0,0,0,0,24,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_fund_page.dart;flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_fund_page_part_01.dart;flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_fund_page_part_02.dart;flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_fund_page_part_03.dart
p2p,AppRoutePaths.p2pInsurancePolicy,P2PInsurancePolicyPage,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_policy_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,15,5,0,0,0,0,0,0,0,4,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_policy_page.dart
p2p,AppRoutePaths.p2pInsuranceScore,P2PInsuranceScorePage,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_score_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,30,17,0,0,0,0,0,1,0,10,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_score_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_insurance_score_page_common.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_insurance_score_page_sections.dart
p2p,AppRoutePaths.p2pKycRequirements,P2PKycRequirementsPage,flutter_app/lib/features/p2p/presentation/pages/p2p_kyc_requirements_page.dart,L3_transactionFlow,detail,A,0,Pass_or_low_signal,no static density signal,32,14,0,0,0,0,0,1,0,4,flutter_app/lib/features/p2p/presentation/pages/p2p_kyc_requirements_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_kyc_requirements_page_common.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_kyc_requirements_page_sections.dart
p2p,AppRoutePaths.p2pKycStatus,P2PKycStatusPage,flutter_app/lib/features/p2p/presentation/pages/p2p_kyc_status_page.dart,L3_transactionFlow,detail,A,0,Pass_or_low_signal,no static density signal,29,15,0,0,0,0,0,1,0,4,flutter_app/lib/features/p2p/presentation/pages/p2p_kyc_status_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_kyc_status_page_common.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_kyc_status_page_sections.dart
p2p,AppRoutePaths.p2pComplianceLargeTransaction,P2PLargeTransactionJustificationPage,flutter_app/lib/features/p2p/presentation/pages/p2p_large_transaction_justification_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,16,7,0,0,0,0,0,0,0,3,flutter_app/lib/features/p2p/presentation/pages/p2p_large_transaction_justification_page.dart
p2p,'/p2p/merchant/:merchantId',P2PMerchantProfilePage,flutter_app/lib/features/p2p/presentation/pages/p2p_merchant_profile_page.dart,L2_entityDetail,detail,A,0,Pass_or_low_signal,no static density signal,35,21,0,0,0,0,0,0,0,5,flutter_app/lib/features/p2p/presentation/pages/p2p_merchant_profile_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_merchant_profile_ads_reviews.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_merchant_profile_header_stats.dart
p2p,AppRoutePaths.p2pMyAds,P2PMyAdsPage,flutter_app/lib/features/p2p/presentation/pages/p2p_my_ads_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,23,15,0,0,0,0,0,0,0,6,flutter_app/lib/features/p2p/presentation/pages/p2p_my_ads_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_my_ads_empty_links.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_my_ads_stats_cards.dart
p2p,AppRoutePaths.p2pMyOrders,P2PMyOrdersPage,flutter_app/lib/features/p2p/presentation/pages/p2p_my_orders_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,24,12,0,0,0,0,0,0,0,5,flutter_app/lib/features/p2p/presentation/pages/p2p_my_orders_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_my_orders_page_common.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_my_orders_page_sections.dart
p2p,AppRoutePaths.p2pOrderBook,P2POrderBookPage,flutter_app/lib/features/p2p/presentation/pages/p2p_order_book_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,18,17,0,0,0,0,1,0,0,6,flutter_app/lib/features/p2p/presentation/pages/p2p_order_book_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_order_book_cards_lists.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_order_book_painter.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_order_book_selector_ticker.dart
